instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_bin,hum_bin
3688,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,"(0.7, 0.8]","(0.4, 0.5]"
3689,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,"(0.7, 0.8]","(0.4, 0.5]"
3690,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,"(0.7, 0.8]","(0.4, 0.5]"
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,"(0.7, 0.8]","(0.3, 0.4]"
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,"(0.7, 0.8]","(0.4, 0.5]"
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,"(0.6, 0.7]","(0.4, 0.5]"
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,"(0.6, 0.7]","(0.4, 0.5]"
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,"(0.6, 0.7]","(0.5, 0.6]"
3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,"(0.6, 0.7]","(0.6, 0.7]"
3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,"(0.6, 0.7]","(0.6, 0.7]"
3698,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,"(0.6, 0.7]","(0.7, 0.8]"
3699,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,"(0.5, 0.6]","(0.8, 0.9]"
3700,2011-06-08,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23,"(0.6, 0.7]","(0.7, 0.8]"
3701,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,"(0.5, 0.6]","(0.8, 0.9]"
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,"(0.5, 0.6]","(0.8, 0.9]"
3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6,"(0.5, 0.6]","(0.8, 0.9]"
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21,"(0.5, 0.6]","(0.8, 0.9]"
3705,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,"(0.5, 0.6]","(0.8, 0.9]"
3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,"(0.6, 0.7]","(0.7, 0.8]"
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,"(0.7, 0.8]","(0.5, 0.6]"
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,"(0.7, 0.8]","(0.5, 0.6]"
3709,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,"(0.7, 0.8]","(0.4, 0.5]"
3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,"(0.7, 0.8]","(0.4, 0.5]"
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,"(0.8, 0.9]","(0.4, 0.5]"
3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,"(0.8, 0.9]","(0.4, 0.5]"
3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,"(0.8, 0.9]","(0.3, 0.4]"
3714,2011-06-08,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,"(0.8, 0.9]","(0.3, 0.4]"
3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,"(0.8, 0.9]","(0.3, 0.4]"
3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,"(0.8, 0.9]","(0.3, 0.4]"
3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,"(0.8, 0.9]","(0.3, 0.4]"
3718,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,"(0.8, 0.9]","(0.5, 0.6]"
3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,"(0.7, 0.8]","(0.6, 0.7]"
3720,2011-06-08,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,"(0.8, 0.9]","(0.6, 0.7]"
3721,2011-06-08,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,"(0.7, 0.8]","(0.7, 0.8]"
3722,2011-06-08,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,"(0.7, 0.8]","(0.7, 0.8]"
3723,2011-06-09,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,"(0.7, 0.8]","(0.7, 0.8]"
3724,2011-06-09,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,"(0.7, 0.8]","(0.7, 0.8]"
3725,2011-06-09,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,"(0.7, 0.8]","(0.8, 0.9]"
3726,2011-06-09,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,"(0.7, 0.8]","(0.8, 0.9]"
3727,2011-06-09,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,"(0.6, 0.7]","(0.7, 0.8]"
3728,2011-06-09,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20,"(0.6, 0.7]","(0.8, 0.9]"
3729,2011-06-09,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,"(0.7, 0.8]","(0.8, 0.9]"
3730,2011-06-09,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,"(0.6, 0.7]","(0.7, 0.8]"
3731,2011-06-09,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,"(0.7, 0.8]","(0.6, 0.7]"
3732,2011-06-09,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168,"(0.7, 0.8]","(0.4, 0.5]"
3733,2011-06-09,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,"(0.8, 0.9]","(0.4, 0.5]"
3734,2011-06-09,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,"(0.8, 0.9]","(0.4, 0.5]"
3735,2011-06-09,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,"(0.8, 0.9]","(0.3, 0.4]"
3736,2011-06-09,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,"(0.8, 0.9]","(0.3, 0.4]"
3737,2011-06-09,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118,"(0.8, 0.9]","(0.3, 0.4]"
3738,2011-06-09,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,"(0.8, 0.9]","(0.3, 0.4]"
3739,2011-06-09,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,"(0.8, 0.9]","(0.3, 0.4]"
3740,2011-06-09,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,"(0.8, 0.9]","(0.3, 0.4]"
3741,2011-06-09,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,"(0.8, 0.9]","(0.3, 0.4]"
3742,2011-06-09,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326,"(0.7, 0.8]","(0.3, 0.4]"
3743,2011-06-09,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,"(0.7, 0.8]","(0.4, 0.5]"
3744,2011-06-09,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,29,142,171,"(0.6, 0.7]","(0.5, 0.6]"
3745,2011-06-09,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153,"(0.6, 0.7]","(0.5, 0.6]"
3746,2011-06-09,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97,"(0.6, 0.7]","(0.5, 0.6]"
3747,2011-06-10,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,"(0.6, 0.7]","(0.6, 0.7]"
3748,2011-06-10,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23,"(0.6, 0.7]","(0.6, 0.7]"
3749,2011-06-10,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13,"(0.6, 0.7]","(0.6, 0.7]"
3750,2011-06-10,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,"(0.6, 0.7]","(0.6, 0.7]"
3751,2011-06-10,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4,"(0.6, 0.7]","(0.7, 0.8]"
3752,2011-06-10,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28,"(0.6, 0.7]","(0.7, 0.8]"
3753,2011-06-10,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104,"(0.6, 0.7]","(0.7, 0.8]"
3754,2011-06-10,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,"(0.6, 0.7]","(0.6, 0.7]"
3755,2011-06-10,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,"(0.6, 0.7]","(0.5, 0.6]"
3756,2011-06-10,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213,"(0.6, 0.7]","(0.5, 0.6]"
3757,2011-06-10,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111,"(0.7, 0.8]","(0.5, 0.6]"
3758,2011-06-10,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153,"(0.7, 0.8]","(0.4, 0.5]"
3759,2011-06-10,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,"(0.7, 0.8]","(0.4, 0.5]"
3760,2011-06-10,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,"(0.7, 0.8]","(0.4, 0.5]"
3761,2011-06-10,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165,"(0.7, 0.8]","(0.3, 0.4]"
3762,2011-06-10,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,"(0.7, 0.8]","(0.4, 0.5]"
3763,2011-06-10,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,"(0.7, 0.8]","(0.5, 0.6]"
3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,"(0.7, 0.8]","(0.5, 0.6]"
3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,"(0.7, 0.8]","(0.5, 0.6]"
3766,2011-06-10,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,"(0.7, 0.8]","(0.5, 0.6]"
3767,2011-06-10,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,"(0.7, 0.8]","(0.6, 0.7]"
3768,2011-06-10,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,"(0.7, 0.8]","(0.6, 0.7]"
3769,2011-06-10,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,"(0.6, 0.7]","(0.7, 0.8]"
3770,2011-06-10,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,"(0.6, 0.7]","(0.7, 0.8]"
3771,2011-06-11,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,"(0.6, 0.7]","(0.7, 0.8]"
3772,2011-06-11,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,"(0.6, 0.7]","(0.7, 0.8]"
3773,2011-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60,"(0.6, 0.7]","(0.7, 0.8]"
3774,2011-06-11,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28,"(0.6, 0.7]","(0.8, 0.9]"
3775,2011-06-11,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13,"(0.6, 0.7]","(0.7, 0.8]"
3776,2011-06-11,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16,"(0.6, 0.7]","(0.7, 0.8]"
3777,2011-06-11,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40,"(0.6, 0.7]","(0.6, 0.7]"
3778,2011-06-11,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68,"(0.6, 0.7]","(0.5, 0.6]"
3779,2011-06-11,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,"(0.6, 0.7]","(0.5, 0.6]"
3780,2011-06-11,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,"(0.6, 0.7]","(0.6, 0.7]"
3781,2011-06-11,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,"(0.6, 0.7]","(0.5, 0.6]"
3782,2011-06-11,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,"(0.7, 0.8]","(0.6, 0.7]"
3783,2011-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,"(0.7, 0.8]","(0.5, 0.6]"
3784,2011-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,"(0.7, 0.8]","(0.5, 0.6]"
3785,2011-06-11,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,"(0.7, 0.8]","(0.4, 0.5]"
3786,2011-06-11,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,"(0.7, 0.8]","(0.4, 0.5]"
3787,2011-06-11,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394,"(0.7, 0.8]","(0.4, 0.5]"
3788,2011-06-11,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337,"(0.6, 0.7]","(0.5, 0.6]"
3789,2011-06-11,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286,"(0.6, 0.7]","(0.6, 0.7]"
3790,2011-06-11,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,"(0.6, 0.7]","(0.6, 0.7]"
3791,2011-06-11,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,"(0.6, 0.7]","(0.7, 0.8]"
3792,2011-06-11,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,"(0.6, 0.7]","(0.7, 0.8]"
3793,2011-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,"(0.6, 0.7]","(0.7, 0.8]"
3794,2011-06-11,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,"(0.6, 0.7]","(0.7, 0.8]"
3795,2011-06-12,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,"(0.6, 0.7]","(0.7, 0.8]"
3796,2011-06-12,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,"(0.5, 0.6]","(0.8, 0.9]"
3797,2011-06-12,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,"(0.5, 0.6]","(0.8, 0.9]"
3798,2011-06-12,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,"(0.5, 0.6]","(0.8, 0.9]"
3799,2011-06-12,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,"(0.5, 0.6]","(0.8, 0.9]"
3800,2011-06-12,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,"(0.5, 0.6]","(0.8, 0.9]"
3801,2011-06-12,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,"(0.5, 0.6]","(0.8, 0.9]"
3802,2011-06-12,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,"(0.5, 0.6]","(0.7, 0.8]"
3803,2011-06-12,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92,"(0.6, 0.7]","(0.7, 0.8]"
3804,2011-06-12,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182,"(0.6, 0.7]","(0.6, 0.7]"
3805,2011-06-12,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,"(0.7, 0.8]","(0.5, 0.6]"
3806,2011-06-12,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,"(0.7, 0.8]","(0.5, 0.6]"
3807,2011-06-12,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420,"(0.7, 0.8]","(0.4, 0.5]"
3808,2011-06-12,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,"(0.7, 0.8]","(0.5, 0.6]"
3809,2011-06-12,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,"(0.7, 0.8]","(0.5, 0.6]"
3810,2011-06-12,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,"(0.7, 0.8]","(0.5, 0.6]"
3811,2011-06-12,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,"(0.6, 0.7]","(0.8, 0.9]"
3812,2011-06-12,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,"(0.6, 0.7]","(0.8, 0.9]"
3813,2011-06-12,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,"(0.6, 0.7]","(0.7, 0.8]"
3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,"(0.6, 0.7]","(0.7, 0.8]"
3815,2011-06-12,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,"(0.6, 0.7]","(0.8, 0.9]"
3816,2011-06-12,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,"(0.6, 0.7]","(0.8, 0.9]"
3817,2011-06-12,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,"(0.5, 0.6]","(0.8, 0.9]"
3818,2011-06-12,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,"(0.5, 0.6]","(0.7, 0.8]"
3819,2011-06-13,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,"(0.5, 0.6]","(0.7, 0.8]"
3820,2011-06-13,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,"(0.6, 0.7]","(0.7, 0.8]"
3821,2011-06-13,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,"(0.5, 0.6]","(0.7, 0.8]"
3822,2011-06-13,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,"(0.6, 0.7]","(0.5, 0.6]"
3823,2011-06-13,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,"(0.5, 0.6]","(0.6, 0.7]"
3824,2011-06-13,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,"(0.5, 0.6]","(0.6, 0.7]"
3825,2011-06-13,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,"(0.5, 0.6]","(0.6, 0.7]"
3826,2011-06-13,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,"(0.5, 0.6]","(0.5, 0.6]"
3827,2011-06-13,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476,"(0.5, 0.6]","(0.4, 0.5]"
3828,2011-06-13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224,"(0.6, 0.7]","(0.4, 0.5]"
3829,2011-06-13,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118,"(0.6, 0.7]","(0.4, 0.5]"
3830,2011-06-13,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,"(0.6, 0.7]","(0.4, 0.5]"
3831,2011-06-13,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196,"(0.6, 0.7]","(0.4, 0.5]"
3832,2011-06-13,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227,"(0.6, 0.7]","(0.3, 0.4]"
3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,"(0.6, 0.7]","(0.3, 0.4]"
3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,"(0.6, 0.7]","(0.3, 0.4]"
3835,2011-06-13,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,"(0.6, 0.7]","(0.3, 0.4]"
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,"(0.6, 0.7]","(0.3, 0.4]"
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,"(0.6, 0.7]","(0.3, 0.4]"
3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,"(0.6, 0.7]","(0.3, 0.4]"
3839,2011-06-13,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,"(0.6, 0.7]","(0.4, 0.5]"
3840,2011-06-13,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,"(0.6, 0.7]","(0.4, 0.5]"
3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,"(0.6, 0.7]","(0.4, 0.5]"
3842,2011-06-13,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,"(0.6, 0.7]","(0.4, 0.5]"
3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,"(0.6, 0.7]","(0.4, 0.5]"
3844,2011-06-14,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,"(0.6, 0.7]","(0.4, 0.5]"
3845,2011-06-14,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,"(0.6, 0.7]","(0.4, 0.5]"
3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,"(0.5, 0.6]","(0.5, 0.6]"
3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,"(0.5, 0.6]","(0.5, 0.6]"
3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,"(0.5, 0.6]","(0.5, 0.6]"
3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,"(0.5, 0.6]","(0.5, 0.6]"
3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,"(0.5, 0.6]","(0.5, 0.6]"
3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,"(0.5, 0.6]","(0.4, 0.5]"
3852,2011-06-14,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,"(0.6, 0.7]","(0.4, 0.5]"
3853,2011-06-14,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,"(0.6, 0.7]","(0.4, 0.5]"
3854,2011-06-14,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,"(0.6, 0.7]","(0.4, 0.5]"
3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,"(0.6, 0.7]","(0.4, 0.5]"
3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,"(0.6, 0.7]","(0.4, 0.5]"
3857,2011-06-14,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,"(0.6, 0.7]","(0.4, 0.5]"
3858,2011-06-14,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,"(0.6, 0.7]","(0.4, 0.5]"
3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,"(0.6, 0.7]","(0.4, 0.5]"
3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,"(0.6, 0.7]","(0.4, 0.5]"
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,"(0.6, 0.7]","(0.5, 0.6]"
3862,2011-06-14,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,"(0.6, 0.7]","(0.4, 0.5]"
3863,2011-06-14,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,"(0.6, 0.7]","(0.5, 0.6]"
3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,"(0.6, 0.7]","(0.5, 0.6]"
3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,"(0.5, 0.6]","(0.5, 0.6]"
3866,2011-06-14,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,"(0.5, 0.6]","(0.6, 0.7]"
3867,2011-06-15,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,"(0.5, 0.6]","(0.6, 0.7]"
3868,2011-06-15,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,"(0.5, 0.6]","(0.6, 0.7]"
3869,2011-06-15,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,"(0.4, 0.5]","(0.6, 0.7]"
3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,"(0.4, 0.5]","(0.6, 0.7]"
3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,"(0.4, 0.5]","(0.6, 0.7]"
3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,"(0.4, 0.5]","(0.6, 0.7]"
3873,2011-06-15,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,"(0.4, 0.5]","(0.6, 0.7]"
3874,2011-06-15,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,"(0.5, 0.6]","(0.5, 0.6]"
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,"(0.5, 0.6]","(0.5, 0.6]"
